cleaned_text,tokens
"Uh, Smithers already left, Sir. I'm his replacement, Homer Simpson.",uh smithers leave sir replacement homer simpson
"Uh-huh, uh-huh, okay. Um, can you repeat the part of the stuff where you said all about the things? The things?",uh huh uh huh okay um repeat stuff say thing thing
I know. I'm taping it. I want to get to Mr. Burns' house bright and early to make his breakfast.,know tape want burns house bright early breakfast
"Well, it's my job to cook him breakfast, and I'm gonna cook the best damned breakfast he ever ate!",job cook breakfast go to cook well damned breakfast eat
The accounting department is located on the third floor. Its hours are 9 a.m. to 5 p.m. The head of this department is a Mr. Johnson or Johnstone.,accounting department locate floor hour head department johnson johnstone
"Here are your messages: ""You have 30 minutes to move your car,"" ""You have 10 minutes,"" ""Your car has been impounded,"" ""Your car has been crushed into a cube,"" ""You have 30 minutes to move your cube.""",message minute car minute car impound car crush cube minute cube
"No time, Marge. I think Mr. Burns wants me to do some long division.",time marge think burns want long division
I punched Mr. Burns right in his 104 year-old face.,punch burns right year old face
"I'm really sorry I hit you, Mr. Burns. Here, let me put some salt on that eye.",sorry hit burns let salt eye
"I just feel terrible about getting Mr. Smithers fired. That job was all he had. Imagine how you'd feel, Marge, if you got fired from the... those things... that you do.",feel terrible get smithers fire job imagine feel marge get fire thing
"You can't let yourself end up in a place like this. You've got two choices: You can give up on yourself and take the Barney-guarding job, like so many of us have contemplated in our darkest moments. Or you can admit to yourself there's only one person that can make you happy and do whatever it takes to get them back.",let end place like get choice barney guard job like contemplate dark moment admit person happy take
"Son, this is Mrs. Burns! I just called to say I don't love you. You are a bad son, Montel!",son burns call love bad son montel
"Bye, kids. On your way back, pick up a six pack of beer.",bye kid way pick pack beer
"Woo hoo! Look, Marge! A couple of bucks!",woo hoo look marge couple buck
"Well, it's not quite a mop, and it's not quite a puppet, but, man... So to answer your question, I don't know.",mop puppet man answer question know
"You know, his bizarre ""personal"" life? Those weird things they say he does down at the aquarium? Why I heard...",know bizarre personal life weird thing aquarium hear
Troy McClure? He's a washed-up movie star. He could be dating washed-up supermodels.,troy mcclure wash movie star date wash supermodel
"Troy, buddy, I gotta know. What's a great guy like you wanna marry a guy like Selma?",troy buddy get to know great guy like wanna marry guy like selma
"Hey, look what I snagged, Marge -- the candy bride and groom from the wedding cake.",hey look snag marge candy bride groom wedding cake
"That reminds me -- Troy said something interesting last night at the bar. Apparently he doesn't really love Selma and the marriage is just a sham to help his career. Well, enough talk. Let's snuggle.",remind troy say interesting night bar apparently love selma marriage sham help career talk let snuggle
"Uh... Oh -- this is a map of nuclear sites around the country. As a safety inspector, I am responsible for changing most of these light bulbs.",uh oh map nuclear site country safety inspector responsible change light bulb
"Oh, Diablo Canyon 2... Why can't you be more like Diablo Canyon 1?",oh diablo canyon like diablo canyon
"Oh, owls, eh? So you probably wouldn't want to spend another day at work with me...",oh owls eh probably want spend day work
"The way I figure it, if the candy stays in the machine for more than a year, it's up for grabs.",way figure candy stay machine year grab
"Boy, Lisa, with you here this hardly seems like work at all. I don't know how I'm gonna make it through my nightshift without you.",boy lisa hardly like work know go to nightshift
"Oh, that'd be great! Sleeping bags on the floor, a roaring fire... It'll be just like the time they kicked me out of the sporting-goods store.",oh great sleep bag floor roar fire like time kick sporting good store
"What?! How dare you! If I find out who this is, I'll staple a flag to your butt and mail you to Iran!",dare find staple flag butt mail iran
"Moe thinks he knows a lot more than Moe knows! Well, just give me another chance, and I'll prove I can keep your secrets.",moe think know lot moe know chance prove secret
"Uh, you don't have to tell me, but I thought we trusted each other with our secrets now. I mean, I haven't told a soul about your new boyfriend.",uh tell think trust secret mean tell soul new boyfriend
"All right, I have thought this through. I will send Bart the money to fly home, and then I will murder him.",right think send bart money fly home murder
"Y'ello, Oak Ridge? This is Springfield Nuclear. We need to order a... uh...T-437 Safety Command Console.",oak ridge springfield nuclear need order uh safety command console
"And have it sent to the Springfield Nuclear Power Plant, care of Homer J.--",send springfield nuclear power plant care homer
Forget the name Homer Simpson. Have it sent care of... Langdon Alger.,forget homer simpson send care langdon alger
"Oh, why did I have to stop at the railroad tracks? Better get some change.",oh stop railroad track well change
"Okay! Go, boy! Go find help! Go find help, boy!",okay boy find help find help boy
"Second class? What about Social Security, bus discounts, Medic-Alert jewelry, Gold Bond powder, pants all the way up to your armpits, and all those other senior perks? Oh, if you ask me, old folks have it pretty sweet.",second class social security bus discount medic alert jewelry gold bond powder pant way armpit senior perk oh ask old folk pretty sweet
"Looks like bad news for the... ...""Impson"" family.",look like bad news impson family
"Let's all calm down. Everyone's going to be just fine, as long as I've got enough beer.",let calm go fine long get beer
"All right, that does it. If I'm gonna be trapped inside the house I gotta go out and buy some beer.",right go to trap inside house get to buy beer
I'm sick of these constant bear attacks! It's like the freakin' country bear jamboroo around here.,sick constant bear attack like freakin country bear jamboroo
"Hey -- if you want wild bears eating your children and scaring away your salmon, that's your business. But I'm not gonna take it! Who's with me?",hey want wild bear eat child scare away salmon business go to
"Mr. Mayor, I hate to break it to you, but your city is infested with bears.",mayor hate break city infest bear
"Ahh, not a bear in sight. The bear patrol must be working like a charm.",ahh bear sight bear patrol work like charm
"Woo-hoo! A perfect day -- zero bears, and one big fat hairy paycheck!",woo hoo perfect day zero bear big fat hairy paycheck
Bear Patrol Tax: $5?! What?! This is an outrage! It's the biggest tax increase in history!,bear patrol tax outrage big tax increase history
Let the bears pay the bear tax. I pay the Homer Tax.,let bear pay bear tax pay homer tax
"Open your eyes, Lisa. Our schools are so jam-packed with immigrants, kids like Bart have lost the will to learn.",open eye lisa school jam packed immigrant kid like bart lose learn
"Yeah, when those immigrants get deported, there'll be more elbow room for regular Joes like you and me, Apu.",yeah immigrant deport elbow room regular joes like apu
"Oh my God. I got so swept up in the scapegoating and fun of Proposition 24, I never stopped to think it might affect someone I cared about.",oh god get sweep scapegoating fun proposition stop think affect care
"Hey, you got rid of that goofy sacred elephant statue.",hey get rid goofy sacred elephant statue
"Wow. You must love this country more than I love a cold beer on a hot Christmas morning. Darn it, Apu, I'm not gonna let them kick you out!",wow love country love cold beer hot christmas morning darn apu go to let kick
"No, Marge. Apu convinced me that Proposition 24 is a big mistake.",marge apu convince proposition big mistake
"Hello, Selma? Selma my dear? How are you? Uh-huh... uh-huh... uh-huh... Listen, shut up for a second. How would you like to marry Apu so he doesn't get deported?",hello selma selma dear uh huh uh huh uh huh listen shut second like marry apu deport
Correct. Now we all know the thirteen stripes are for good luck. But why does the American flag have precisely 47 stars?,correct know thirteen stripe good luck american flag precisely star
